# This dataset is synthetic and created for academic development/testing. It does NOT represent any real employee, organisation, HR record, or promotion decision.
experience_years,performance_rating,current_grade_encoded,target_grade_encoded,grade_gap,total_skills,average_skill_level,skill_coverage_percentage,mandatory_skill_gap_count,weighted_skill_gap,total_certifications,completed_certifications,certification_completion_rate,mandatory_certification_gap_count,total_projects,completed_projects,lead_projects,project_completion_rate,lead_project_completion_rate,average_project_rating,skill_score,certification_score,experience_score,project_score,performance_score,readiness_score,promotion_success
4.6,2.54,1,2,1,8,2.88,76.32,1,0.9131,4,3,0.834,0,0,0,0,0.0,0.0,2.94,30.53,12.51,15.0,0.0,5.08,63.12,1
1.6,3.94,1,2,1,2,3.36,74.11,4,3.5297,1,0,0.324,2,6,6,0,1.0,0.0,3.07,29.64,4.86,6.0,14.0,7.88,62.38,1
0.5,3.11,1,2,1,10,3.72,68.47,3,2.0766,0,0,0.85,0,1,1,0,0.5,0.0,4.09,27.39,12.75,1.88,7.0,6.22,55.24,1
2.3,5.0,4,5,1,11,2.91,93.92,2,1.6419,1,1,0.833,1,6,6,0,1.0,0.0,3.2,37.57,12.5,3.45,14.0,10.0,77.52,0
3.6,3.5,1,2,1,8,4.08,42.61,5,4.6434,2,0,0.069,3,9,9,3,1.0,1.0,2.56,17.04,1.04,13.5,20.0,7.0,58.58,1
1.7,1.71,1,2,1,7,3.01,74.48,2,1.1518,4,3,0.777,0,6,6,1,1.0,1.0,4.31,29.79,11.66,6.38,20.0,3.42,71.25,1
3.5,3.79,3,4,1,8,3.79,73.39,4,2.7763,0,0,0.533,2,4,4,0,1.0,0.0,2.84,29.36,8.0,6.56,14.0,7.58,65.5,1
2.3,5.0,1,2,1,6,2.51,67.64,5,2.6415,5,4,0.776,1,8,8,2,1.0,1.0,3.52,27.06,11.64,8.62,20.0,10.0,77.32,1
6.5,4.76,4,5,1,5,1.19,73.94,4,2.8178,1,0,0.45,3,1,1,0,0.167,0.0,3.84,29.58,6.75,9.75,2.34,9.52,57.94,0
2.7,4.96,2,3,1,5,3.27,69.62,4,3.5446,2,1,0.401,2,5,5,1,1.0,1.0,3.5,27.85,6.02,6.75,20.0,9.92,70.54,1
7.5,2.68,3,4,1,3,3.73,82.47,1,0.5985,0,0,0.908,1,9,9,0,1.0,0.0,1.77,32.99,13.62,14.06,14.0,5.36,80.03,0
0.7,4.23,2,3,1,10,3.58,75.12,1,0.7709,1,1,0.882,0,3,3,0,1.0,0.0,3.77,30.05,13.23,1.75,14.0,8.46,67.49,0
6.6,2.92,2,3,1,5,3.42,87.93,1,0.5183,2,1,0.627,2,0,0,0,0.0,0.0,4.43,35.17,9.4,15.0,0.0,5.84,65.41,1
0.5,3.68,2,3,1,4,2.65,77.94,4,3.7953,3,2,0.626,1,4,4,1,1.0,0.5,4.05,31.18,9.39,1.25,17.0,7.36,66.18,1
4.3,2.48,3,4,1,11,2.19,90.93,0,0.0,4,3,0.642,2,4,4,0,0.8,0.0,2.01,36.37,9.63,8.06,11.2,4.96,70.22,1
12.8,2.98,4,5,1,7,3.55,67.61,3,2.2866,3,2,0.709,2,8,8,0,1.0,0.0,4.99,27.04,10.64,15.0,14.0,5.96,72.64,1
4.8,2.96,1,2,1,8,3.43,69.08,4,3.4116,0,0,0.89,2,8,8,2,1.0,1.0,2.57,27.63,13.35,15.0,20.0,5.92,81.9,0
2.2,4.22,1,2,1,4,2.44,79.35,4,2.2078,2,1,0.462,1,3,3,0,1.0,0.0,2.75,31.74,6.93,8.25,14.0,8.44,69.36,1
1.6,4.14,2,3,1,4,4.11,67.97,5,4.613,4,3,0.866,1,7,7,0,1.0,0.0,4.05,27.19,12.99,4.0,14.0,8.28,66.46,1
4.7,3.72,3,4,1,9,2.12,63.85,3,2.5729,3,2,0.724,0,1,1,0,0.25,0.0,3.82,25.54,10.86,8.81,3.5,7.44,56.15,0
8.2,2.42,4,5,1,6,2.42,67.75,2,1.12,3,2,0.608,1,1,1,0,0.2,0.0,3.56,27.1,9.12,12.3,2.8,4.84,56.16,0
6.1,3.25,3,4,1,3,4.64,80.28,4,3.9614,3,2,0.8,1,6,6,2,1.0,1.0,3.1,32.11,12.0,11.44,20.0,6.5,82.05,1
3.8,2.9,2,3,1,10,3.87,87.51,0,0.0,3,2,0.677,1,7,7,2,1.0,1.0,4.43,35.0,10.16,9.5,20.0,5.8,80.46,1
3.9,4.2,2,3,1,6,2.64,59.98,2,1.6285,5,3,0.611,2,8,8,0,1.0,0.0,3.47,23.99,9.16,9.75,14.0,8.4,65.3,0
7.5,4.44,4,5,1,8,3.29,96.09,1,0.5859,3,2,0.795,0,6,6,2,1.0,1.0,2.4,38.44,11.92,11.25,20.0,8.88,90.49,1
0.5,4.35,1,2,1,5,3.15,84.63,2,1.7193,3,2,0.66,0,1,1,0,0.333,0.0,4.36,33.85,9.9,1.88,4.66,8.7,58.99,1
2.7,2.9,2,3,1,7,0.25,93.75,0,0.0,2,2,0.762,0,6,6,2,1.0,1.0,3.65,37.5,11.43,6.75,20.0,5.8,81.48,1
8.3,1.31,3,4,1,9,2.09,66.65,1,0.5406,2,1,0.725,1,4,4,0,1.0,0.0,4.28,26.66,10.88,15.0,14.0,2.62,69.16,0
2.6,2.09,3,4,1,10,2.95,75.88,2,1.4663,4,3,0.826,0,2,2,0,0.5,0.0,3.9,30.35,12.39,4.88,7.0,4.18,58.8,0
7.5,4.64,4,5,1,4,2.64,58.53,6,5.982,5,3,0.625,1,3,3,1,0.5,1.0,5.0,23.41,9.38,11.25,13.0,9.28,66.32,0
4.0,3.18,3,4,1,8,3.25,86.41,1,0.6383,4,4,0.988,1,8,8,3,1.0,1.0,3.28,34.56,14.82,7.5,20.0,6.36,83.24,1
4.3,2.9,2,3,1,11,4.13,77.28,1,0.8063,3,2,0.544,2,1,1,0,0.25,0.0,3.51,30.91,8.16,10.75,3.5,5.8,59.12,0
7.0,4.81,4,5,1,8,2.68,77.13,2,1.5186,4,3,0.731,1,5,5,2,0.833,1.0,4.0,30.85,10.96,10.5,17.66,9.62,79.59,1
11.7,4.51,4,5,1,3,1.94,66.37,4,3.6842,0,0,0.865,0,0,0,0,0.0,0.0,3.29,26.55,12.98,15.0,0.0,9.02,63.55,1
3.3,3.52,1,2,1,3,3.32,81.48,3,1.9329,1,1,0.813,0,7,7,1,1.0,1.0,4.06,32.59,12.19,12.38,20.0,7.04,84.2,1
0.5,3.27,1,2,1,4,2.67,85.05,1,0.7775,1,1,0.661,1,1,1,0,0.333,0.0,1.44,34.02,9.92,1.88,4.66,6.54,57.02,0
7.7,3.39,3,4,1,3,2.84,69.43,3,2.9259,3,2,0.702,0,9,9,2,1.0,1.0,3.45,27.77,10.53,14.44,20.0,6.78,79.52,0
2.1,3.68,2,3,1,9,2.71,74.64,1,0.6663,4,4,0.962,0,8,8,3,1.0,1.0,3.43,29.86,14.43,5.25,20.0,7.36,76.9,1
2.6,4.78,2,3,1,11,5.0,55.98,3,2.1591,0,0,0.536,3,8,8,3,1.0,1.0,3.4,22.39,8.04,6.5,20.0,9.56,66.49,0
8.8,3.84,4,5,1,7,0.76,50.88,3,2.8332,1,1,0.857,0,3,3,0,0.6,0.0,2.89,20.35,12.86,13.2,8.4,7.68,62.49,0
6.8,4.08,4,5,1,7,2.61,95.82,0,0.0,2,2,0.799,2,7,7,2,1.0,1.0,4.13,38.33,11.99,10.2,20.0,8.16,88.68,1
8.2,4.44,3,4,1,9,3.0,74.72,2,1.3807,5,4,0.861,0,1,1,0,0.2,0.0,3.15,29.89,12.92,15.0,2.8,8.88,69.49,0
2.1,2.56,2,3,1,6,2.22,84.92,1,0.6521,0,0,0.74,0,2,2,0,0.667,0.0,3.64,33.97,11.1,5.25,9.34,5.12,64.78,0
0.5,4.1,1,2,1,6,3.9,57.32,3,2.7143,5,4,0.85,0,1,1,0,0.333,0.0,3.47,22.93,12.75,1.88,4.66,8.2,50.42,0
4.4,3.26,3,4,1,7,3.81,65.32,1,0.9652,1,1,0.768,2,0,0,0,0.0,0.0,3.85,26.13,11.52,8.25,0.0,6.52,52.42,1
2.6,1.49,2,3,1,5,2.95,89.27,0,0.0,1,1,0.972,0,3,3,1,0.75,0.5,4.5,35.71,14.58,6.5,13.5,2.98,73.27,1
6.7,1.8,2,3,1,2,2.73,60.92,4,3.2473,3,1,0.476,1,5,5,1,1.0,0.5,3.64,24.37,7.14,15.0,17.0,3.6,67.11,1
5.6,2.69,2,3,1,7,2.89,64.24,2,1.39,4,4,0.93,0,8,8,1,1.0,0.5,4.09,25.7,13.95,14.0,17.0,5.38,76.03,0
6.3,3.92,1,2,1,10,2.9,75.84,1,0.5062,5,4,0.873,1,0,0,0,0.0,0.0,3.6,30.34,13.1,15.0,0.0,7.84,66.28,1
13.7,3.59,4,5,1,2,2.92,75.52,6,3.5218,0,0,0.437,2,4,4,0,0.667,0.0,3.15,30.21,6.56,15.0,9.34,7.18,68.29,0
1.4,3.65,2,3,1,4,2.81,54.77,3,1.7212,0,0,0.886,0,7,7,3,1.0,1.0,3.4,21.91,13.29,3.5,20.0,7.3,66.0,0
2.2,5.0,1,2,1,4,3.25,67.51,4,2.2318,2,1,0.518,2,2,2,0,0.667,0.0,3.3,27.0,7.77,8.25,9.34,10.0,62.36,1
3.1,2.48,3,4,1,10,3.75,31.67,5,4.1351,3,2,0.705,1,7,7,3,1.0,1.0,3.9,12.67,10.58,5.81,20.0,4.96,54.02,1
4.1,3.48,3,4,1,7,1.77,75.73,3,1.7045,1,1,0.686,1,5,5,2,1.0,1.0,3.57,30.29,10.29,7.69,20.0,6.96,75.23,0
2.4,3.74,2,3,1,7,1.95,65.8,3,1.6285,3,1,0.496,3,5,5,1,1.0,0.5,2.94,26.32,7.44,6.0,17.0,7.48,64.24,0
0.5,2.91,1,2,1,8,1.25,88.93,0,0.0,1,1,0.696,2,1,1,0,0.333,0.0,3.34,35.57,10.44,1.88,4.66,5.82,58.37,1
5.4,3.52,4,5,1,4,3.87,91.86,1,0.6245,5,2,0.439,2,1,1,0,0.2,0.0,2.43,36.74,6.58,8.1,2.8,7.04,61.26,1
7.6,2.22,4,5,1,9,3.25,77.45,3,1.7188,1,1,0.689,3,8,8,1,1.0,0.5,3.37,30.98,10.34,11.4,17.0,4.44,74.16,0
0.5,4.63,1,2,1,2,3.51,85.09,1,0.5731,3,3,0.904,0,8,8,3,1.0,1.0,3.5,34.04,13.56,1.88,20.0,9.26,78.74,0
8.1,2.95,3,4,1,3,1.57,51.03,5,3.1405,3,2,0.619,0,4,4,0,1.0,0.0,4.77,20.41,9.28,15.0,14.0,5.9,64.59,0
1.7,5.0,2,3,1,10,4.78,63.02,3,2.3053,0,0,0.745,0,5,5,2,1.0,1.0,4.44,25.21,11.18,4.25,20.0,10.0,70.64,1
11.0,3.47,2,3,1,8,2.39,87.0,2,1.7581,3,3,0.846,0,5,5,1,1.0,1.0,2.78,34.8,12.69,15.0,20.0,6.94,89.43,0
0.9,4.32,1,2,1,3,3.17,80.24,3,2.7792,0,0,0.902,0,5,5,2,1.0,1.0,3.64,32.1,13.53,3.38,20.0,8.64,77.65,1
8.2,3.46,4,5,1,6,3.85,40.59,7,6.13,3,1,0.297,1,7,7,1,1.0,1.0,3.65,16.24,4.46,12.3,20.0,6.92,59.92,0
4.8,3.48,4,5,1,2,2.01,77.54,3,2.4423,3,1,0.48,1,5,5,1,1.0,1.0,3.34,31.02,7.2,7.2,20.0,6.96,72.38,1
6.3,3.03,1,2,1,8,2.45,64.73,5,4.7691,0,0,0.586,1,1,1,0,0.333,0.0,3.38,25.89,8.79,15.0,4.66,6.06,60.4,1
6.8,3.6,2,3,1,9,3.18,58.36,4,3.0395,1,1,0.501,2,0,0,0,0.0,0.0,3.25,23.34,7.52,15.0,0.0,7.2,53.06,1
2.7,3.75,1,2,1,4,5.0,57.95,2,1.6334,1,1,0.716,1,8,8,0,1.0,0.0,4.81,23.18,10.74,10.12,14.0,7.5,65.54,1
4.6,2.87,4,5,1,5,3.3,92.91,1,0.7058,5,4,0.717,2,7,7,0,1.0,0.0,3.21,37.16,10.76,6.9,14.0,5.74,74.56,0
